id,title,culture,theme,period,dateStart,dateEnd,site,region,currentMuseum,lat,lng,locationPrecision,imageUrl,image_photographer,image_license,image_licenseUrl,image_sourceUrl,sourceCitation,description
Hagia-triada-wall-painting-of-cult-procession-to-a-sanctuary-from-hagia-triada-heraklion-am,Wall painting of cult procession to a sanctuary from Hagia Triada - Heraklion AM,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.06069,24.79259,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_cult_procession_to_a_sanctuary_from_Hagia_Triada_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_cult_procession_to_a_sanctuary_from_Hagia_Triada_-_Heraklion_AM.jpg,,Wall painting of cult procession to a sanctuary from Hagia Triada - Heraklion AM
Hagia-triada-wall-painting-of-a-procession-of-women-from-hagia-triada-heraklion-am,Wall painting of a procession of women from Hagia Triada - Heraklion AM,Minoan,Animal,Late Bronze Age,,,Hagia Triada,Crete,Heraklion Archaeological Museum,35.05983,24.79344,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_a_procession_of_women_from_Hagia_Triada_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_a_procession_of_women_from_Hagia_Triada_-_Heraklion_AM.jpg,,Wall painting of a procession of women from Hagia Triada - Heraklion AM
knossos-wall-painting-of-dolphins-from-knossos-queen-s-megaron-heraklion-am,Wall painting of dolphins from Knossos (Queen´s Megaron) - Heraklion AM,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29754,25.16289,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_dolphins_from_Knossos_%28Queen%C2%B4s_Megaron%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_dolphins_from_Knossos_%28Queen%C2%B4s_Megaron%29_-_Heraklion_AM.jpg,,Wall painting of dolphins from Knossos (Queen´s Megaron) - Heraklion AM
knossos-wall-painting-of-the-priest-king-from-knossos-north-south-corridor-heraklion-am,Wall painting of the Priest-King from Knossos (North-South Corridor) - Heraklion AM,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29695,25.16189,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_the_Priest-King_from_Knossos_%28North-South_Corridor%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_the_Priest-King_from_Knossos_%28North-South_Corridor%29_-_Heraklion_AM.jpg,,Wall painting of the Priest-King from Knossos (North-South Corridor) - Heraklion AM
knossos-wall-painting-of-partridges-and-hoopoes-in-a-landscape-from-knossos-caravanserai-heraklion-am,Wall painting of partridges and hoopoes in a landscape from Knossos (Caravanserai) - Heraklion AM,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29904,25.16378,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_partridges_and_hoopoes_in_a_landscape_from_Knossos_%28Caravanserai%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_partridges_and_hoopoes_in_a_landscape_from_Knossos_%28Caravanserai%29_-_Heraklion_AM.jpg,,Wall painting of partridges and hoopoes in a landscape from Knossos (Caravanserai) - Heraklion AM
knossos-wall-painting-of-bulls-in-a-landscape-with-olive-trees-from-knossos-west-loggia-of-north-entrance-heraklion-am-01,Wall painting of bulls in a landscape with olive trees from Knossos (West Loggia of North Entrance) - Heraklion AM - 01,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29794,25.16429,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_bulls_in_a_landscape_with_olive_trees_from_Knossos_%28West_Loggia_of_North_Entrance%29_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_bulls_in_a_landscape_with_olive_trees_from_Knossos_%28West_Loggia_of_North_Entrance%29_-_Heraklion_AM_-_01.jpg,,Wall painting of bulls in a landscape with olive trees from Knossos (West Loggia of North Entrance) - Heraklion AM - 01
knossos-wall-painting-of-bulls-in-a-landscape-with-olive-trees-from-knossos-west-loggia-of-north-entrance-heraklion-am-02,Wall painting of bulls in a landscape with olive trees from Knossos (West Loggia of North Entrance) - Heraklion AM - 02,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29857,25.16443,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_bulls_in_a_landscape_with_olive_trees_from_Knossos_%28West_Loggia_of_North_Entrance%29_-_Heraklion_AM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_bulls_in_a_landscape_with_olive_trees_from_Knossos_%28West_Loggia_of_North_Entrance%29_-_Heraklion_AM_-_02.jpg,,Wall painting of bulls in a landscape with olive trees from Knossos (West Loggia of North Entrance) - Heraklion AM - 02
knossos-wall-painting-of-bulls-in-a-landscape-with-olive-trees-from-knossos-west-loggia-of-north-entrance-heraklion-am-03,Wall painting of bulls in a landscape with olive trees from Knossos (West Loggia of North Entrance) - Heraklion AM - 03,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29692,25.16292,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_bulls_in_a_landscape_with_olive_trees_from_Knossos_%28West_Loggia_of_North_Entrance%29_-_Heraklion_AM_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_bulls_in_a_landscape_with_olive_trees_from_Knossos_%28West_Loggia_of_North_Entrance%29_-_Heraklion_AM_-_03.jpg,,Wall painting of bulls in a landscape with olive trees from Knossos (West Loggia of North Entrance) - Heraklion AM - 03
knossos-wall-painting-of-cult-procession-from-knossos-corridor-of-procession-heraklion-am-01,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 01,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.2976,25.16222,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_01.jpg,,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 01
knossos-wall-painting-of-cult-procession-from-knossos-corridor-of-procession-heraklion-am-02,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 02,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29879,25.16313,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_02.jpg,,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 02
knossos-wall-painting-of-cult-procession-from-knossos-corridor-of-procession-heraklion-am-03,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 03,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29927,25.16259,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_03.jpg,,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 03
knossos-wall-painting-of-cult-procession-from-knossos-corridor-of-procession-heraklion-am-04,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 04,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29813,25.16393,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_04.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_04.jpg,,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 04
knossos-wall-painting-of-cult-procession-from-knossos-corridor-of-procession-heraklion-am-05,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 05,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29782,25.16289,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_05.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_05.jpg,,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 05
knossos-wall-painting-of-cult-procession-from-knossos-corridor-of-procession-heraklion-am-06,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 06,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.2994,25.16189,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_06.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_cult_procession_from_Knossos_%28Corridor_of_Procession%29_-_Heraklion_AM_-_06.jpg,,Wall painting of cult procession from Knossos (Corridor of Procession) - Heraklion AM - 06
knossos-wall-painting-of-male-and-female-taureadors-from-knossos-court-of-the-stone-spout-heraklion-am-01,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 01,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29887,25.16253,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_01.jpg,,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 01
knossos-wall-painting-of-male-and-female-taureadors-from-knossos-court-of-the-stone-spout-heraklion-am-02,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 02,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29853,25.16438,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_02.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_02.jpg,,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 02
knossos-wall-painting-of-male-and-female-taureadors-from-knossos-court-of-the-stone-spout-heraklion-am-03,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 03,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29835,25.16297,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_03.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_03.jpg,,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 03
knossos-wall-painting-of-male-and-female-taureadors-from-knossos-court-of-the-stone-spout-heraklion-am-04,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 04,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29684,25.16336,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_04.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_04.jpg,,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 04
knossos-wall-painting-of-male-and-female-taureadors-from-knossos-court-of-the-stone-spout-heraklion-am-05,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 05,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29828,25.16446,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_05.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_05.jpg,,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 05
knossos-wall-painting-of-male-and-female-taureadors-from-knossos-court-of-the-stone-spout-heraklion-am-06,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 06,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.2988,25.16182,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_06.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_06.jpg,,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 06
knossos-wall-painting-of-male-and-female-taureadors-from-knossos-court-of-the-stone-spout-heraklion-am-07,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 07,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29854,25.16373,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_07.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_male_and_female_taureadors_from_Knossos_%28Court_of_the_Stone_Spout%29_-_Heraklion_AM_-_07.jpg,,Wall painting of male and female taureadors from Knossos (Court of the Stone Spout) - Heraklion AM - 07
knossos-wall-painting-of-the-dancing-lady-from-knossos-queen-s-megaron-heraklion-am,Wall painting of the dancing lady from Knossos (Queen´s Megaron) - Heraklion AM,Minoan,Animal,,,,Knossos,Crete,Heraklion Archaeological Museum,35.29848,25.16198,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_the_dancing_lady_from_Knossos_%28Queen%C2%B4s_Megaron%29_-_Heraklion_AM.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_the_dancing_lady_from_Knossos_%28Queen%C2%B4s_Megaron%29_-_Heraklion_AM.jpg,,Wall painting of the dancing lady from Knossos (Queen´s Megaron) - Heraklion AM
knossos-wall-painting-of-men-and-women-standing-and-sitting-on-camp-stools-from-knossos-outside-wall-of-the-palace-heraklion-am-01,Wall painting of men and women standing and sitting on camp stools from Knossos (outside wall of the palace) - Heraklion AM - 01,Minoan,Animal,Late Bronze Age,,,Knossos,Crete,Heraklion Archaeological Museum,35.29924,25.1624,approximate,https://commons.wikimedia.org/wiki/Special:FilePath/Wall_painting_of_men_and_women_standing_and_sitting_on_camp_stools_from_Knossos_%28outside_wall_of_the_palace%29_-_Heraklion_AM_-_01.jpg?width=400,ArchaiOptix,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Wall_painting_of_men_and_women_standing_and_sitting_on_camp_stools_from_Knossos_%28outside_wall_of_the_palace%29_-_Heraklion_AM_-_01.jpg,,Wall painting of men and women standing and sitting on camp stools from Knossos (outside wall of the palace) - Heraklion AM - 01
